1	1.000000
2	2.000000
3	1.841260
4	2.590300
5	2.299940
6	2.917370
7	2.562730
8	3.140510
9	2.759570
10	3.311060
11	2.911690
12	3.449180
13	3.038790
14	3.565270
15	3.146100
16	3.665320
17	3.240070
18	3.753220
19	3.322830
20	3.831530
21	3.397290
22	3.902140
23	3.464520
24	3.966380
25	3.526110
26	4.025310
27	3.582650
28	4.079700
29	3.635110
30	4.130210
31	3.683850
32	4.177340
33	3.729500
34	4.221500
35	3.772300
36	4.263040
37	3.812670
38	4.302250
39	3.850800
40	4.339360
41	3.886970
42	4.374590
43	3.921320
44	4.408110
45	3.954070
46	4.440090
47	3.985310
48	4.470640
49	4.015220
50	4.499890
51	4.043850
52	4.527950
53	4.071360
54	4.554900
55	4.097790
56	4.580820
57	4.123240
58	4.605800
59	4.147760
60	4.629890
61	4.171440
62	4.653160
63	4.194310
64	4.675650
65	4.216440
66	4.697420
67	4.237870
68	4.718510
69	4.258640
70	4.738960
71	4.278780
72	4.758800
73	4.298340
74	4.778080
75	4.317340
76	4.796810
77	4.335820
78	4.815040
79	4.353800
80	4.832780
81	4.371310
82	4.850060
83	4.388370
84	4.866910
85	4.405010
86	4.883340
87	4.421240
88	4.899370
89	4.437080
90	4.915020
91	4.452550
92	4.930310
93	4.467670
94	4.945260
95	4.482450
96	4.959870
97	4.496900
98	4.974170
99	4.511050
100	4.988160
101	4.524890
102	5.001870
103	4.538450
104	5.015290
105	4.551740
106	5.028440
107	4.564760
108	5.041330
109	4.577530
110	5.053980
111	4.590050
112	5.066380
113	4.602340
114	5.078550
115	4.614400
116	5.090500
117	4.626240
118	5.102240
119	4.637870
120	5.113760
121	4.649300
122	5.125090
123	4.660520
124	5.136220
125	4.671560
126	5.147160
127	4.682410
128	5.157920
129	4.693080
130	5.168500
131	4.703580
132	5.178910
133	4.713910
134	5.189160
135	4.724070
136	5.199250
137	4.734080
138	5.209180
139	4.743940
140	5.218960
141	4.753640
142	5.228590
143	4.763210
144	5.238080
145	4.772630
146	5.247430
147	4.781910
148	5.256650
149	4.791060
150	5.265740
151	4.800080
152	5.274700
153	4.808980
154	5.283530
155	4.817750
156	5.292240
157	4.826410
158	5.300840
159	4.834950
160	5.309320
161	4.843370
162	5.317690
163	4.851690
164	5.325950
165	4.859900
166	5.334110
167	4.868000
168	5.342160
169	4.876000
170	5.350110
171	4.883900
172	5.357960
173	4.891700
174	5.365710
175	4.899410
176	5.373370
177	4.907020
178	5.380940
179	4.914540
180	5.388420
181	4.921980
182	5.395810
183	4.929330
184	5.403120
185	4.936590
186	5.410340
187	4.943770
188	5.417470
189	4.950870
190	5.424530
191	4.957890
192	5.431510
193	4.964830
194	5.438420
195	4.971690
196	5.445240
197	4.978480
198	5.452000
199	4.985200
200	5.458680
201	4.991850
202	5.465290
203	4.998420
204	5.471830
205	5.004930
206	5.478300
207	5.011370
208	5.484710
209	5.017740
210	5.491050
211	5.024050
212	5.497330
213	5.030300
214	5.503540
215	5.036480
216	5.509700
217	5.042600
218	5.515790
219	5.048670
220	5.521820
221	5.054670
222	5.527800
223	5.060620
224	5.533710
225	5.066510
226	5.539570
227	5.072340
228	5.545380
229	5.078120
230	5.551130
231	5.083840
232	5.556830
233	5.089520
234	5.562480
235	5.095140
236	5.568070
237	5.100710
238	5.573620
239	5.106230
240	5.579110
241	5.111700
242	5.584560
243	5.117120
244	5.589960
245	5.122500
246	5.595310
247	5.127820
248	5.600610
249	5.133110
250	5.605870
251	5.138340
252	5.611090
253	5.143530
254	5.616260
255	5.148680
256	5.621390
257	5.153790
258	5.626470
259	5.158850
260	5.631510
261	5.163870
262	5.636510
263	5.168850
264	5.641470
265	5.173790
266	5.646390
267	5.178700
268	5.651270
269	5.183560
270	5.656120
271	5.188380
272	5.660920
273	5.193160
274	5.665680
275	5.197910
276	5.670410
277	5.202620
278	5.675100
279	5.207290
280	5.679760
281	5.211930
282	5.684380
283	5.216540
284	5.688970
285	5.221100
286	5.693520
287	5.225640
288	5.698030
289	5.230140
290	5.702520
291	5.234600
292	5.706970
293	5.239040
294	5.711380
295	5.243440
296	5.715770
297	5.247810
298	5.720120
299	5.252150
300	5.724450
301	5.256450
302	5.728740
303	5.260730
304	5.733000
305	5.264970
306	5.737230
307	5.269190
308	5.741430
309	5.273380
310	5.745600
311	5.277530
312	5.749740
313	5.281660
314	5.753860
315	5.285760
316	5.757950
317	5.289840
318	5.762010
319	5.293880
320	5.766040
321	5.297900
322	5.770040
323	5.301890
324	5.774020
325	5.305860
326	5.777970
327	5.309790
328	5.781900
329	5.313710
330	5.785800
331	5.317590
332	5.789670
333	5.321450
334	5.793520
335	5.325290
336	5.797340
337	5.329100
338	5.801140
339	5.332890
340	5.804920
341	5.336660
342	5.808670
343	5.340400
344	5.812400
345	5.344110
346	5.816100
347	5.347810
348	5.819790
349	5.351480
350	5.823450
351	5.355120
352	5.827080
353	5.358750
354	5.830700
355	5.362350
356	5.834290
357	5.365940
358	5.837860
359	5.369500
360	5.841410
361	5.373030
362	5.844940
